latitude,longitude
38.8967386,-77.0724024
48.6904063,2.373809
39.3642852,-74.4229351
48.4283182,-123.3649533
50.8074825,4.9371775
51.6284395,0.4218142
51.6958889,-0.1848935
50.0012314,8.2762513
-34.9595334,116.8280129
40.6639916,-74.2107006
41.4996574,-81.6936772
40.907199,-77.938042
41.8755616,-87.6244212
45.4384958,10.9924122
54.9738474,-1.6131572
40.78168135,-74.7592328
41.5045465,-85.82410851
40.735657,-74.1723667
40.735657,-74.1723667
40.9354609,-74.66115133
41.2951037,-92.6448451
41.4996574,-81.6936772
10.4266746,-75.5443419
52.1363806,-0.4675041
38.980666,-76.9369189
40.7970382,-74.4809868
41.4108855,-83.46104
39.4697065,-0.3763353
41.8500284,-88.3125738
41.0812698,-105.5091717
51.4893335,-0.144055085
41.3828939,2.1774322
43.8122836,-91.2514355
41.1958128,-115.3272864
-37.9064862,144.7533059
40.734982,-73.5944933
41.4996574,-81.6936772
41.5860557,-109.2194544
43.6044622,1.4442469
53.7124015,-0.3652257
48.8534951,2.3483915
48.8534951,2.3483915
40,-40
49.6647765,1.9428278
51.0791366,1.1841744
53.6323399,10.0233695
36.5297438,-6.2928976
39.7683331,-86.1583502
45.4371908,12.3345898
35.1952327,-6.152913
34.0346534,-5.0161926
41.9263991,8.7376029
41.3828939,2.1774322
41.139981,-104.820246
41.641445,-80.151449
44.4361414,26.1027202
41.4647742,-83.9524442
40.2338211,-84.4096729
41.4000523,-82.8085204
41.1710716,-104.2552567
40.9658932,-78.6130822
11.0101922,-74.82317941
39.7837304,-100.445882
43.5445,3.12514
41.5850394,-85.8344491
51.3388112,-0.1158589
38.3436365,-0.4881708
50.1250142,3.6913023
38.3436365,-0.4881708
42.2632018,3.1755328
47.4978918,19.0401609
39.7478508,-81.5165127
48.6762624,5.8941759
40.6799498,-80.8880137
20.9127045,-17.0503094
50.5147177,1.6374135
41.5844951,-84.6055076
52.5322705,13.1433666
50.4924668,1.054682
50.9510266,4.3085198
53.6784483,6.9956079
51.24725825,0.930633859
40.7127281,-74.0060152
51.5497446,8.573474968
50.4924668,1.054682
26.1233266,-14.5005584
42.3264181,-122.8718605
50.6440257,2.7226506
34.02236,-6.8340222
-24.9071275,146.3312403
44.5204431,-116.3345874
50.77089045,10.49617883
41.5850394,-85.8344491
36.7753606,3.0601882
50.79946485,8.941291795
51.27452185,0.196116556
41.874428,-72.2598935
40.775517,-74.459968
26.0745309,-97.160961
50.5590505,11.8040013
40.4862174,-74.4518173
48.584614,7.7507127
41.4372721,-85.1471934
36.8414197,-2.4628135
-34.7923733,-55.3837161
43.2297425,1.7138034
41.1172364,1.2546057
36.8414197,-2.4628135
41.0070132,-98.0114268
38.88982015,-77.04024449
39.6903253,-4.4273603
44.9189015,-93.3906083
51.2029228,7.3571392
50.1106444,8.6820917
38.4166818,-95.8530441
51.3388112,-0.1158589
51.8921899,4.4406806
48.6762624,5.8941759
-34.90135105,138.8293202
42.8620287,-112.450627
41.9793006,2.8199439
41.3670014,-79.9292233
44.9332277,4.8920811
41.4487184,-84.7480385
41.4487184,-84.7480385
41.3874649,-80.8692679
33.4764767,-100.855685
-22.9026657,-43.0995012
47.6571104,-117.2613936
52.4480374,11.4852603
41.1305303,-82.591828
35.0457219,-85.3094883
49.2577886,4.031926
41.9538665,-72.3040976
45.2965257,-117.807987
31.3947604,-8.7741484
39.6296809,-79.9559437
40.735657,-74.1723667
32.7174202,-117.1627728
22.2157619,-97.8577713
47.3226787,18.9632427
36.7753606,3.0601882
20.0214637,-75.8294928
41.3828939,2.1774322
44.9497487,-93.0931028
39.9622601,-83.0007065
34.405472,-103.2050709
43.5854823,39.723109
52.1615728,10.89483644
34.8383236,-114.603872
25.6436156,57.7745644
40,-40
43.1579812,-79.2441003
41.5973917,-72.7402852
32.61858505,-116.1874664
40.3933956,-82.4857181
20.40446215,-97.28924572
42.6617712,9.2369442
45.6306954,-122.6744557
41.436589,-81.3855058
52.4713975,13.1961032
35.2072185,-101.833824
34.0743044,-118.376178
-18.9100122,47.5255809
33.1958696,-117.3794834
39.100105,-94.5781416
41.764582,-72.6908547
51.30251775,-1.879225638
40.7215682,-74.047455
-34.6075682,-58.4370894
42.3554334,-71.060511
55.1431224,14.92262966
27.6455368,-98.0841975
51.3713049,-0.101957
53.5462055,-113.491241
51.0493286,13.7381437
-31.9558933,115.8605855
54.3126572,-130.32549
40.6028144,-86.8672339
31.2312707,121.4700152
51.00303,3.7988833
46.4553899,-121.898979
-37.7398071,176.0826134
49.968373,-98.6290814
10.6735993,-61.5327094
-31.8759835,147.2869493
38.2719604,-96.5352854
34.1812089,-118.307201
40.9134862,-77.7737471
41.5795195,-83.4924359
49.234362,6.996379
41.8755616,-87.6244212
-34.3830356,147.468586
38.5250491,-89.1334037
39.1014537,-84.5124602
41.8755616,-87.6244212
37.8044557,-122.271356
-10.3333333,-53.2
39.9448402,-75.1198911
-34.1176801,18.910297
40.7596198,-111.886797
36.6671012,117.0192886
46.2306739,-119.0921
41.2455927,-89.9248303
13.7524938,100.4935089
36.6981025,3.0951001
39.9234046,-83.810138
42.1380804,-88.7834283
34.8416435,-118.8648189
25.8143476,-80.1929369
38.1557502,-121.6913439
42.0258779,-85.8155576
38.5852679,-90.2236333
34.0039044,-117.0619774
40.3600714,-80.6151034
41.39311,-81.536509
41.0799898,-85.1386015
34.1812089,-118.307201
45.5202471,-122.674194
33.8959203,35.47843
32.6336265,-97.0780706
51.33525775,-0.064089492
-28.6483333,153.6177778
20.9127045,-17.0503094
-33.6899965,-71.035406
51.3334726,1.4196476
34.7737082,-90.7576112
35.2072185,-101.833824
37.0973771,-108.0930233
-37.5078701,149.9265151
36.7753606,3.0601882
40.735657,-74.1723667
33.9528472,-84.5496148
33.0203441,-97.1473647
44.0505054,-123.0950506
37.6688205,-122.080796
52.2267069,10.71048345
47.8701474,12.6423403
38.0498524,-77.3469994
42.0700662,-87.8114044
38.0580504,25.72156117
35.1439219,-103.4183431
41.6105938,-87.0641992
47.6441521,6.6750345
45.5202471,-122.674194
34.9972037,-106.0494876
36.6671012,117.0192886
41.4361933,-88.7735303
53.550341,10.000654
-28.889191,31.4704425
47.2574315,3.6843003
22.0724145,-14.44524323
40.0117151,-89.8481652
4.8143159,-75.6946778
50.4924668,1.054682
51.3713049,-0.101957
41.9909235,-74.6840456
-34.5934412,-60.9461678
34.1812089,-118.307201
34.8253019,-116.0833144
-12.285251,-41.9294776
29.8622194,121.6203873
39.8870003,-94.892021
50.4924668,1.054682
-34.6786912,150.8539828
6.2135235,-75.5711578
52.4438124,11.5761196
38.951883,-92.3337366
20.2126686,-75.9973941
36.2434093,-84.6699442
24.8701057,67.0888007
40.4416941,-79.9900861
54.07376965,10.77111727
50.947476,12.7638473
31.1272509,33.8045859
49.4300997,2.0823355
51.3955721,8.5677743
39.898646,-92.4810208
55.75828565,37.60436886
43.0161693,-83.6900211
42.502747,-105.026083
41.8789942,-87.8436412
6.2443382,-75.573553
52.3730796,4.8924534
46.4203657,9.2269445
51.4816546,-3.1791934
6.0572745,-75.502611
30.0443879,31.2357257
34.1812089,-118.307201
59.8737114,26.32304906
42.7284117,-73.6917878
41.139981,-104.820246
32.7356564,-97.4300751
40.63591975,17.68844336
43.5139051,4.9884323
47.3900474,0.6889268
51.3713049,-0.101957
4.71507735,-75.7508642
34.9381496,-91.0209529
33.1838787,-97.1413417
26.0745309,-97.160961
-45,-15
-30.6030819,-71.2029894
40.8168229,-73.9460805
39.900076,-79.7164326
10.6472492,-61.51139453
47.1606885,7.212695
50.5331612,2.1523287
47.5581077,7.5878261
-37.8752637,145.1281258
55.6052931,13.0001566
52.3744779,9.7385532
45.84264135,15.96223148
37.9161378,69.7815382
43.4902317,2.3764363
18.9897368,-97.4484353
38.6280278,-90.1910154
6.0000085,-77.0000086
50.6880109,7.6477412
35.2180313,25.70902949
40.4490985,-79.8982453
32.1288331,20.0817204
50.4924668,1.054682
17.8346002,-93.9307689
53.785097,-1.09904072
49.453872,11.077298
51.4893335,-0.144055085
55.75828565,37.60436886
51.3713049,-0.101957
47.5382349,-116.118887
32.9384683,-96.81888259
32.0615513,118.7915619
34.3798765,-118.5291917
35.7044415,-0.6502981
37.71493055,-122.4275526
13.45535,-16.575646
41.2228616,-75.5476872
40.014561,-74.3112574
48.7784485,9.1800132
50.7360524,4.2374349
21.8005,31.350737
47.1327012,24.4963949
29.2108147,-81.0228331
-33.2762202,-65.9515546
-7.3403142,146.7172732
52.2319581,21.0067249
49.4892913,8.4673098
52.2319581,21.0067249
51.2258565,2.919496
51.3713049,-0.101957
48.1371079,11.5753822
40.63591975,17.68844336
47.35727,5.41413
50.1106444,8.6820917
45.6794293,-111.044047
-14.273456,-170.701868
67.151442,32.4130551
22.78238425,-102.4505058
43.2961743,5.3699525
35.0000035,19.9999957
49.0508845,2.1008067
25.75,78.5
-30.9392349,150.6406221
42.4662469,2.5792263
19.4231214,-99.1023994
-36.9741065,174.7994402
-23.5506507,-46.6333824
41.4996574,-81.6936772
53.7462909,7.481842
45.7874957,-108.49607
40.2754085,9.594506388
5.62787175,-75.94516745
-0.1029109,34.7541761
47.531399,21.6259782
34.27094515,133.6768588
54.3227085,10.135555
-22.888889,-47.065556
44.4361414,26.1027202
35.6840574,139.7744912
-17.5241721,146.0311418
46.6960615,9.6027351
51.5725501,8.1061259
-37.8361703,145.3509803
51.16175085,-3.075386706
49.21230655,-2.12559996
52.3025593,4.7984687
50.44876,-104.61731
13.45535,-16.575646
33.3061701,44.3872213
19.4326296,-99.1331785
52.3730796,4.8924534
-12.46044,130.8410469
48.8534951,2.3483915
-22.9110137,-43.2093727
46.4085273,-105.840981
-14.4646157,132.2635993
58.3019496,-134.419734
50.8909441,4.4157553
5.253198,-75.1544544
35.4729886,-97.5170536
-15.0193104,40.667623
-2.1900563,-79.8868741
52.3025593,4.7984687
51.49433865,3.415005768
54.664193,-2.2063877
47.096913,8.2712723
41.3828939,2.1774322
-14.8512298,-40.8396396
55.6934984,12.5985701
31.7621021,74.8295989
52.3744779,9.7385532
56.0026997,2.81446728
50.7952074,-1.1210853
43.02340035,-87.91802811
31.5118281,-9.7620903
-8.6524973,115.2191175
24.2138029,58.98458229
38.79179625,15.21117525
33.917028,-118.4156337
19.5000383,107.364437
52.3744779,9.7385532
-27.4352201,152.9837377
46.769379,23.5899542
45.5548793,18.6953685
52.5170365,13.3888599
-22.9110137,-43.2093727
52.8455492,13.2461296
35.0000035,19.9999957
41.8755616,-87.6244212
40.54877475,14.22808745
35.0000035,19.9999957
26.6997339,120.3553574
50.302131,-89.0373698
33.7489924,-84.3902644
-29.9230825,31.0019394
26.0745309,-97.160961
44.4361414,26.1027202
43.06005335,137.3353013
41.8933203,12.4829321
55.57743995,-5.252119254
55.4628044,-4.6302502
-23.53322775,-46.66720799
55.4241858,-5.6051005
18.465299,-66.116666
42.779022,-81.1929882
25.7741728,-80.19362
43.4475868,77.05651081
5.8927453,95.3225751
36.09826775,-115.1641174
-10.1632209,123.6017755
-10.1295907,123.7077163
34.5283779,113.8491214
-27.50679155,153.1336795
-9.9999999,69.9999999
-15.4867977,128.1236196
25.0363006,102.7086139
-13.8240162,131.835484
40.7596198,-111.886797
46.4085273,-105.840981
41.73716705,12.62809837
50.99609075,-3.04831052
36.7753606,3.0601882
10.4430243,-61.26130539
36.5939375,3.91993
-23.53322775,-46.66720799
25.0363006,102.7086139
49.14219,-55.343628
56.27076,54.931702
46.5258986,24.5725012
33.77217945,-116.4952977
5.5307334,-73.41307766
64.5731537,11.52803644
40.2621714,-112.092996
48.2171331,16.3515022
39.1501662,-123.2077861
47.6038321,-122.330062
38.7077507,-9.1365919
22.2761593,114.1715787
-27.569486,153.0087377
56.0026997,2.81446728
34.815158,-79.1837649
-22.2745264,166.442419
15.5635972,32.5349123
15.5635972,32.5349123
36.1285933,-5.3474761
52.2757233,-10.2429647
36.7853194,-86.3533242
44.95368,26.0271744
-19.3074674,146.7666865
36.17252975,27.91940164
-22.9110137,-43.2093727
56.0026997,2.81446728
29.4150457,-95.1137941
22.580493,88.38951905
46.318718,-74.221916
32.4610708,-84.9880449
57.5380061,14.85587296
-2.6925299,38.1651715
18.521428,73.8544541
25.0363006,102.7086139
25.0363006,102.7086139
-9.40997445,147.1734397
28.58689,104.718661
-22.947057,150.4260131
41.2224303,-112.8655343
44.78802945,20.45223559
35.1460249,-90.0517638
25.4915799,-98.9811115
-5.52259305,142.0870905
63.7757752,-171.7344628
44.78802945,20.45223559
59.2039226,10.9533869
45.5031824,-73.5698065
49.3891667,0.1886111
49.6348243,0.839636
49.29476595,-1.252311941
25.0363006,102.7086139
22.3306444,114.1614963
-30.0324999,-51.2303767
43.6589742,-70.2569578
40,-40
54.7234041,-4.9546277
42.9636101,-99.0967626
52.3209345,1.5979437
55.503242,-4.620250393
-23.5506507,-46.6333824
44.78802945,20.45223559
37.5419685,-100.6296
64.4459613,-149.680909
-20.2447972,-42.8970432
44.3053476,17.5961467
-33.8698439,151.2082848
-33.8698439,151.2082848
59.9063655,10.6848421
47.7417349,18.1218256
53.3895177,-3.0248007
36.3274502,-119.6456844
30.3321838,-81.655651
59.57344535,8.512253409
50.8746139,0.005115324
-1.2832533,36.8172449
14.0451676,-87.2305488
34.1866193,-118.4486675
26.0745309,-97.160961
51.91383,32.816158
50.4924668,1.054682
10.6472492,-61.51139453
34.1812089,-118.307201
25.4915799,-98.9811115
-9.3460171,124.6370774
-37.020796,144.5315217
37.814396,-122.268139
-19.1832417,-51.3998026
36.8331284,-81.519515
33.5945144,-7.6200284
25.0363006,102.7086139
39.6296809,-79.9559437
-27.487412,153.077998
32.4709519,-100.405938
38.8950368,-77.0365427
51.1132995,-0.7332662
49.6986186,2.7930755
25.4915799,-98.9811115
50.6086976,-1.9571971
12.9767936,77.590082
31.2638905,-98.5456116
40,-40
-0.2283721,35.1563041
40.7127281,-74.0060152
14.6027962,-61.0676724
34.1984435,-79.7671658
-4.0786047,137.1586126
28.0394654,-81.9498042
51.2910096,-0.8557576
48.1113387,-1.6800198
50.9170725,4.4758811
-6.4877198,-76.3598708
35.8989818,14.5136759
48.7822431,8.447167861
27.985688,86.9163367
51.773206,0.190387331
45.7960035,-108.5169842
59.9800631,10.6652973
40.7127281,-74.0060152
33.5206824,-86.8024326
43.8844201,125.3180998
47.0706778,3.0029271
41.4989861,-72.900658
49.6055374,-114.4971396
43.7866062,-110.5474291
10.0206654,122.9771598
46.234953,-63.132935
32.6906137,-116.334462
-42.8388662,147.5061228
39.4004621,-120.183811
36.0428907,14.2398479
34.2536566,108.9386562
30.8576858,-86.8730163
37.5385087,-77.43428
59.9133301,10.7389701
8.7895216,-79.56074
43.2957547,-0.3685668
42.2071434,-72.60765
40.335345,-75.9279495
36.6507007,117.1140042
-2.8974072,-79.0041726
39.350833,-101.710172
16.783333,94.733333
59.9133301,10.7389701
40.014561,-74.3112574
35.84739655,14.49229518
49.4404591,1.0939658
41.5058344,-90.5136642
30.0443879,31.2357257
55.3410225,12.4062467
48.9351403,2.4258354
41.1958128,-115.3272864
13.45535,-16.575646
64.5011111,-165.4063889
49.1428076,-102.9910752
50.8550018,4.351233376
-20.2447972,-42.8970432
48.5452022,-58.5871146
52.17957375,5.930077461
41.139981,-104.820246
41.311367,-105.591101
46.0292761,1.4188089
55.75828565,37.60436886
41.4996574,-81.6936772
34.8416435,-118.8648189
52.3730796,4.8924534
30,-170
9.9325427,-84.0795782
-34.6225227,-58.595568
36.2974945,59.6059232
34.6871803,135.6453428
46.4401007,-122.8467555
-22.9026657,-43.0995012
32.75988325,-117.1672283
31.3135175,121.4857295
31.2312707,121.4700152
39.069122,-89.61893099
41.7075394,-86.8950297
-23.5506507,-46.6333824
36.0638034,120.3781372
39.4342818,-75.1212927
6.5206641,-74.1007112
51.2814145,0.0033075
29.5656729,106.5479189
22.2793278,114.1628131
55.6867243,12.5700724
38.6442353,-9.2375766
38.9237244,-75.5777033
40.2439312,-4.9108472
39.7392364,-104.984862
30.05518,107.8748712
6.6192385,-75.9684928
45.0367303,5.5298791
6.29437795,-75.54975027
7.2094282,79.833117
32.4610708,-84.9880449
49.2653583,-123.256274
39.2475954,-75.30105997
40.7757145,-73.87336399
35.464797,139.323536
39.6029087,-76.1132172
39.1154506,-77.5645607
35.0166667,40.45
28.106471,-80.6371513
46.1239268,3.4203712
-34.6510527,-58.6217416
-37.144012,-56.9045572
30,-170
40.7127281,-74.0060152
55.6052931,13.0001566
44.4361414,26.1027202
38.3737755,-110.706401
35.3737111,-83.2259803
37.618409,-112.1422341
55.1407297,-131.4459806
17.4308888,78.4281653
13.1387124,123.7398436
35.5283506,-108.743907
43.8508235,-104.1932166
40.6496643,14.6122753
59.5727345,-139.5783124
47.6038321,-122.330062
35.1888448,-89.79089067
56.0090968,92.8725147
25.0363006,102.7086139
21.0792557,-101.5897695
48.8534951,2.3483915
51.5775626,-0.4278453
38.8035961,-76.9896573
30.3883202,-81.5302342
43.588912,10.476264
7.0648306,125.6080623
39.9622601,-83.0007065
51.46773895,-0.458780074
41.8755616,-87.6244212
62.213889,-144.128889
4.4466742,-75.2159368
42.2302979,9.1202731
52.4713975,13.1961032
11.8948389,8.5364136
53.1349614,-8.1611027
-35.3034277,149.1239425
52.28979145,104.2938324
-27.4264699,29.1637064
39.9622601,-83.0007065
51.6312684,136.121524
38.9950921,-1.8559154
54.1936805,-4.5591148
40.7968393,-76.4131097
10.60316215,-66.9966767
51.0037524,4.6290719
51.5484582,-0.3695247
-1.45056,-48.4682453
48.8562821,-64.2010241
-34.6075682,-58.4370894
36.0638034,120.3781372
24.8546842,67.0207055
-41.3209311,174.1356458
10.6000384,-66.9296405
46.55825725,77.71087007
55.50230535,-4.577596603
-39.2812032,175.5642887
53.4251794,-2.0258994
58.19838615,-136.6402128
-37.3875384,144.5757825
53.4071991,-2.99168
30,72.333333
45.4641943,9.1896346
25.0375198,121.5636796
22.3139519,114.3652149
47.6038321,-122.330062
38.69345485,-76.8843081
31.2025145,29.8739984
17.4308888,78.4281653
59.6440876,-151.5401477
40.8257072,-73.6958069
48.0493796,-53.40589453
3.805,-77.2
55.6934984,12.5985701
-28.170386,153.5304481
52.5170365,13.3888599
-40.8759634,175.065612
45.0805149,7.7670995
18.465299,-66.116666
41.0834917,14.3328059
-27.4455579,153.0071684
34.2595715,-118.6023247
22.7514511,75.9042799
47.6038321,-122.330062
54.599422,99.844017
40.1153966,-74.6412727
-28.8836757,-50.3580098
-1.31756525,-78.57661648
17.0174945,54.1010923
53.505571,-2.171537
-4.3217055,15.3125974
18.8099007,-97.2133776
41.139981,-104.820246
37.80855645,-25.47313739
38.8769326,-77.0893094
41.083064,-81.518485
22.5726459,88.3638953
32.7762719,-96.7968559
45.587131,4.9952268
38.1040864,-122.2566367
38.8950368,-77.0365427
24.85710585,67.77459385
18.8497366,-97.1060062
48.934231,2.499789
56.839104,60.60825
38.9950921,-1.8559154
10.9522168,122.5799456
56.0026997,2.81446728
44.9772995,-93.2654692
10.7763897,106.7011391
39.9207759,32.8540497
52.2007895,-0.7350026
9.3229035,-74.5696573
-1.9262626,-78.7297799
33.6956461,-78.8900409
40.857483,-74.06003621
26.1961051,50.4915963
26.0280409,50.55316821
26.0280409,50.55316821
-31.8889034,116.7691483
35.1799528,129.0752365
33.5945144,-7.6200284
34.49873475,-79.30793371
-15.7727359,-48.2441254
55.8602542,49.0726116
34.1391855,-118.2171579
43.1009031,-75.2326641
35.6892523,51.3896004
9.1257934,167.5740472
59.3809146,13.5027631
33.5945144,-7.6200284
51.4893335,-0.144055085
51.46773895,-0.458780074
50.202202,3.2304558
-7.2459717,112.7378266
-13.5170887,-71.9785356
-23.3112878,-51.1595023
-8.5066761,-35.3747339
9.3148173,-70.6081655
49.5003268,-119.593249
17.9892508,-66.6113421
-30.151389,30.061111
39.9527237,-75.1635262
6.71822975,-74.75288661
42.4966815,-96.4058782
22.2676649,114.2111196
9.2045175,-75.2761998
56.6370122,104.719221
-53.7856766,-67.7016369
53.4794892,-2.2451148
4.6529539,-74.0835643
24.5548262,-81.8020722
41.0799898,-85.1386015
44.841225,-0.5800364
-22.2294981,-50.8922333
33.4598415,-94.4154787
-22.9110137,-43.2093727
6.2443382,-75.573553
26.6492008,92.7852521
-10.9162061,-37.0774655
57.3913889,-135.5961111
16.2788129,-0.0412392
-17.4012458,-66.16756809
-42.8212941,147.4830623
48.8395577,1.1652725
-23.433162,-45.083415
37.6025883,-122.0214108
-23.5506507,-46.6333824
12.9767936,77.590082
-16.4955455,-68.1336229
20.261111,-97.166667
-30.54668625,29.41468318
47.51863195,-52.95699872
49.1494522,-124.0498441
45.7715343,3.083993421
30.0443879,31.2357257
22.5726459,88.3638953
47.3744489,8.5410422
16.87008545,-98.72220741
39.7392364,-104.984862
40.6639916,-74.2107006
35.6892523,51.3896004
22.5726459,88.3638953
-14.6622706,49.6517827
40.6639916,-74.2107006
-5.0610453,18.80874428
35.8110878,139.3286556
40.6639916,-74.2107006
21.1498134,79.0820556
6.27946975,13.34521568
-18.9188041,-48.2767837
43.7009358,7.2683912
10.2931062,123.9020773
50.1106444,8.6820917
55.625578,37.6063916
16.4119955,120.593371
40.7127281,-74.0060152
34.7269449,139.3945435
23.8312377,91.2823821
28.6273928,77.1716954
4.5986817,101.0900236
-23.5506507,-46.6333824
56,18
-22.9232017,-43.23534575
-16.3709459,-49.4772806
38.01165325,12.9813908
12.6457036,32.2338812
9.1875975,-77.87137226
21.8005,31.350737
35.21038255,-111.6066865
13.02085805,14.58018063
37.6786993,127.0406006
61.154512,-149.65229
45.1779987,-109.6893387
61.242416,-148.1972325
47.1301417,-119.278077
25.8143476,-80.1929369
33.5130695,36.3095814
35.6892523,51.3896004
54.596391,-5.9301829
47.5348778,-122.0432974
42.0368759,-111.3963177
39.3042403,9.2035381
51.6389858,-55.4289316
22.2921668,103.1798662
44.841225,-0.5800364
30.0443879,31.2357257
31.50392,-88.039788
24.8546842,67.0207055
41.9281305,-72.643631
48.1446647,-53.73042469
48.5452022,-58.5871146
37.5964872,-122.0789268
-15.9693064,-39.5316476
18.0069462,-76.7891799
26.18177245,91.66896722
47.3756578,-121.8684444
21.02826635,105.8485637
37.71402905,-122.3077942
28.6138954,77.2090057
54.3126572,-130.32549
38.6280278,-90.1910154
52.3730796,4.8924534
42.9474078,42.8914245
-23.5506507,-46.6333824
25.2311534,54.21900831
32.75988325,-117.1672283
46.8451007,-122.6562348
14.2217534,-88.5507877
21.095685,-89.577196
42.6511674,-73.754968
39.9207759,32.8540497
38.2542376,-85.759407
50.1106444,8.6820917
22.2921668,103.1798662
40.7127281,-74.0060152
-19.1824227,-64.9150438
56.0127926,-4.767447636
21.1498134,79.0820556
14.7612884,-90.9920691
13.4501257,144.757551
47.3744489,8.5410422
34.3508273,62.2164003
40.3443674,26.6845975
5.0668907,-75.5066661
50.0596288,14.44645927
33.804826,-118.168259
41.8933203,12.4829321
39.100105,-94.5781416
44.0011828,144.285091
62.13190395,-150.0465517
28.6138954,77.2090057
43.751281,-105.484825
1.30740895,103.8735862
-21.642737,149.2084967
25.6802019,-100.315258
21.0358135,105.84035
50.401515,-105.542908
-31.9402225,-70.6094581
22.580493,88.38951905
-40.9144636,175.0061963
-23.5506507,-46.6333824
16.068,108.212
51.0791366,1.1841744
38.72116535,-27.21763799
15.9266657,107.9650855
49.7219665,143.448533
52.6111406,-9.1109507
-22.9232017,-43.23534575
30.0443879,31.2357257
54.96781445,82.95159894
-36.924626,145.1708314
44.4688795,-71.1836547
48.1516988,17.1093063
40.7127281,-74.0060152
40.4416941,-79.9900861
55.4982802,-4.6113017
56.6370122,104.719221
61.154512,-149.65229
42.9832406,-81.243372
41.5910323,-93.6046655
21.1498134,79.0820556
35.0841034,-106.650985
-17.831773,31.045686
-24.5955306,-60.4289718
-14.8567487,-40.8414804
20.5533013,-104.7633816
4.2123039,-76.3188928
37.1968298,-93.2946576
21.48343645,-158.0364837
40.7300685,-73.2107266
-1.1674673,36.9355243
53.5462055,-113.491241
21.0792557,-101.5897695
17,-96.5
41.8755616,-87.6244212
37.70114,-92.16933029
27.1604122,84.9765794
34.1812089,-118.307201
30.7546405,20.2264077
48.2171331,16.3515022
40.1672117,-105.101928
36.09826775,-115.1641174
24.7851883,141.3241157
-1.45056,-48.4682453
32.7343442,-80.2417651
-23.5506507,-46.6333824
30.3321838,-81.655651
-42.91702,147.60205
52.5684809,-65.8779818
45.7578137,4.8320114
62.83980995,-66.74377377
36.3110625,37.8182191
35.0729732,72.8693976
26.61695705,92.76500717
52.1814012,0.2214248
18.1125305,74.92386542
14.9748271,102.0978493
40.4416941,-79.9900861
